fold,epoch,train_loss,mAP,mAP_50,mAR,inference_ms
0,1,0.46545841321349146,0.04750801368147075,0.07674633582711407,0.061323962164345366,91.82229125024605
0,2,0.3571707894280553,0.04978137014547587,0.0785388003991454,0.0625592955176039,178.47051925011328
0,3,0.3407818336039782,0.04957366039474279,0.07807951896904262,0.062043419741579356,92.40329575015494
